Datetime,close,volume,oi,COI,COP,Bulidup Conclusion Fut,LB,SB,LC,SC,Net LB,Net SB,Cumulative LB,Cumulative SB
09-11: 13:30,19496.0,109000,11363000,17850,-11.400000000001455,SB,0.0,17850.0,0.0,0.0,0.0,17850.0,2326700,4811050
09-11: 13:45,19498.8,100500,11382450,19450,2.7999999999992724,LB,19450.0,0.0,0.0,0.0,19450.0,0.0,2346150,4811050
09-11: 14:00,19508.7,192700,11458900,76450,9.900000000001455,LB,76450.0,0.0,0.0,0.0,76450.0,0.0,2422600,4811050
09-11: 14:15,19491.4,303650,11577900,119000,-17.299999999999272,SB,0.0,119000.0,0.0,0.0,0.0,119000.0,2422600,4930050
09-11: 14:30,19484.1,208100,11617600,39700,-7.30000000000291,SB,0.0,39700.0,0.0,0.0,0.0,39700.0,2422600,4969750
09-11: 14:45,19483.0,265050,11647450,29850,-1.0999999999985448,SB,0.0,29850.0,0.0,0.0,0.0,29850.0,2422600,4999600
09-11: 15:00,19487.0,176500,11659550,12100,4.0,LB,12100.0,0.0,0.0,0.0,12100.0,0.0,2434700,4999600
09-11: 15:15,19476.0,364800,11590700,-68850,-11.0,LC,0.0,0.0,-68850.0,0.0,-68850.0,0.0,2365850,4999600
10-11: 09:15,19400.1,957600,11233000,-357700,-75.90000000000146,LC,0.0,0.0,-357700.0,0.0,-357700.0,0.0,2008150,4999600
10-11: 09:30,19402.85,401750,11125300,-107700,2.75,SC,0.0,0.0,0.0,-107700.0,0.0,-107700.0,2008150,4891900
10-11: 09:45,19389.3,151100,11131650,6350,-13.549999999999272,SB,0.0,6350.0,0.0,0.0,0.0,6350.0,2008150,4898250
10-11: 10:00,19405.3,113050,11140800,9150,16.0,LB,9150.0,0.0,0.0,0.0,9150.0,0.0,2017300,4898250
10-11: 10:15,19411.6,103600,11158800,18000,6.299999999999272,LB,18000.0,0.0,0.0,0.0,18000.0,0.0,2035300,4898250
10-11: 10:30,19434.9,213400,11147050,-11750,23.30000000000291,SC,0.0,0.0,0.0,-11750.0,0.0,-11750.0,2035300,4886500
10-11: 10:45,19427.1,129200,11136900,-10150,-7.80000000000291,LC,0.0,0.0,-10150.0,0.0,-10150.0,0.0,2025150,4886500
10-11: 11:00,19425.85,118000,11152750,15850,-1.25,SB,0.0,15850.0,0.0,0.0,0.0,15850.0,2025150,4902350
10-11: 11:15,19432.9,69250,11159000,6250,7.05000000000291,LB,6250.0,0.0,0.0,0.0,6250.0,0.0,2031400,4902350
10-11: 11:30,19430.4,62950,11173550,14550,-2.5,SB,0.0,14550.0,0.0,0.0,0.0,14550.0,2031400,4916900
10-11: 11:45,19432.65,78050,11209100,35550,2.25,LB,35550.0,0.0,0.0,0.0,35550.0,0.0,2066950,4916900
10-11: 12:00,19440.2,112350,11195700,-13400,7.549999999999272,SC,0.0,0.0,0.0,-13400.0,0.0,-13400.0,2066950,4903500
10-11: 12:15,19436.0,43250,11193350,-2350,-4.200000000000728,LC,0.0,0.0,-2350.0,0.0,-2350.0,0.0,2064600,4903500
10-11: 12:30,19459.55,127850,11177300,-16050,23.549999999999272,SC,0.0,0.0,0.0,-16050.0,0.0,-16050.0,2064600,4887450
10-11: 12:45,19467.35,270550,11114350,-62950,7.799999999999272,SC,0.0,0.0,0.0,-62950.0,0.0,-62950.0,2064600,4824500
10-11: 13:00,19462.15,127350,11149250,34900,-5.19999999999709,SB,0.0,34900.0,0.0,0.0,0.0,34900.0,2064600,4859400
10-11: 13:15,19462.65,64600,11160250,11000,0.5,LB,11000.0,0.0,0.0,0.0,11000.0,0.0,2075600,4859400
10-11: 13:30,19473.85,72800,11187700,27450,11.19999999999709,LB,27450.0,0.0,0.0,0.0,27450.0,0.0,2103050,4859400
10-11: 13:45,19451.5,123600,11207050,19350,-22.349999999998545,SB,0.0,19350.0,0.0,0.0,0.0,19350.0,2103050,4878750
10-11: 14:00,19446.95,107700,11207450,400,-4.549999999999272,SB,0.0,400.0,0.0,0.0,0.0,400.0,2103050,4879150
10-11: 14:15,19414.05,330950,11219000,11550,-32.900000000001455,SB,0.0,11550.0,0.0,0.0,0.0,11550.0,2103050,4890700
10-11: 14:30,19428.0,146700,11173950,-45050,13.950000000000728,SC,0.0,0.0,0.0,-45050.0,0.0,-45050.0,2103050,4845650
10-11: 14:45,19447.8,110800,11183250,9300,19.799999999999272,LB,9300.0,0.0,0.0,0.0,9300.0,0.0,2112350,4845650
10-11: 15:00,19465.05,230850,11194300,11050,17.25,LB,11050.0,0.0,0.0,0.0,11050.0,0.0,2123400,4845650
10-11: 15:15,19500.3,637850,11160500,-33800,35.25,SC,0.0,0.0,0.0,-33800.0,0.0,-33800.0,2123400,4811850
12-11: 18:15,19547.0,858200,11073650,-86850,46.70000000000073,SC,0.0,0.0,0.0,-86850.0,0.0,-86850.0,2123400,4725000
12-11: 18:30,19542.65,242650,11139000,65350,-4.349999999998545,SB,0.0,65350.0,0.0,0.0,0.0,65350.0,2123400,4790350
12-11: 18:45,19542.25,349550,11175400,36400,-0.4000000000014552,SB,0.0,36400.0,0.0,0.0,0.0,36400.0,2123400,4826750
12-11: 19:00,19536.5,225550,11257900,82500,-5.75,SB,0.0,82500.0,0.0,0.0,0.0,82500.0,2123400,4909250
13-11: 09:15,19495.0,430150,11263250,5350,-41.5,SB,0.0,5350.0,0.0,0.0,0.0,5350.0,2123400,4914600
13-11: 09:30,19497.45,174250,11287400,24150,2.4500000000007276,LB,24150.0,0.0,0.0,0.0,24150.0,0.0,2147550,4914600
13-11: 09:45,19510.4,111600,11247550,-39850,12.950000000000728,SC,0.0,0.0,0.0,-39850.0,0.0,-39850.0,2147550,4874750
13-11: 10:00,19527.3,230800,11229100,-18450,16.899999999997817,SC,0.0,0.0,0.0,-18450.0,0.0,-18450.0,2147550,4856300
13-11: 10:15,19482.0,307400,11310400,81300,-45.29999999999927,SB,0.0,81300.0,0.0,0.0,0.0,81300.0,2147550,4937600
13-11: 10:30,19483.0,147200,11309600,-800,1.0,SC,0.0,0.0,0.0,-800.0,0.0,-800.0,2147550,4936800
13-11: 10:45,19489.25,102350,11311050,1450,6.25,LB,1450.0,0.0,0.0,0.0,1450.0,0.0,2149000,4936800
13-11: 11:00,19484.15,51450,11315700,4650,-5.099999999998545,SB,0.0,4650.0,0.0,0.0,0.0,4650.0,2149000,4941450
13-11: 11:15,19496.4,60550,11321700,6000,12.25,LB,6000.0,0.0,0.0,0.0,6000.0,0.0,2155000,4941450
13-11: 11:30,19497.9,78300,11314900,-6800,1.5,SC,0.0,0.0,0.0,-6800.0,0.0,-6800.0,2155000,4934650
13-11: 11:45,19497.1,134850,11353750,38850,-0.8000000000029104,SB,0.0,38850.0,0.0,0.0,0.0,38850.0,2155000,4973500
13-11: 12:00,19493.8,29700,11356800,3050,-3.2999999999992724,SB,0.0,3050.0,0.0,0.0,0.0,3050.0,2155000,4976550
13-11: 12:15,19500.0,35050,11358250,1450,6.200000000000728,LB,1450.0,0.0,0.0,0.0,1450.0,0.0,2156450,4976550
13-11: 12:30,19495.05,82800,11343500,-14750,-4.950000000000728,LC,0.0,0.0,-14750.0,0.0,-14750.0,0.0,2141700,4976550
13-11: 12:45,19497.15,33050,11334350,-9150,2.100000000002183,SC,0.0,0.0,0.0,-9150.0,0.0,-9150.0,2141700,4967400
13-11: 13:00,19497.9,20250,11333200,-1150,0.75,SC,0.0,0.0,0.0,-1150.0,0.0,-1150.0,2141700,4966250
13-11: 13:15,19501.1,33950,11338050,4850,3.1999999999970896,LB,4850.0,0.0,0.0,0.0,4850.0,0.0,2146550,4966250
13-11: 13:30,19500.0,75550,11327450,-10600,-1.0999999999985448,LC,0.0,0.0,-10600.0,0.0,-10600.0,0.0,2135950,4966250
13-11: 13:45,19499.6,36250,11325900,-1550,-0.4000000000014552,LC,0.0,0.0,-1550.0,0.0,-1550.0,0.0,2134400,4966250
13-11: 14:00,19513.0,89650,11313150,-12750,13.400000000001455,SC,0.0,0.0,0.0,-12750.0,0.0,-12750.0,2134400,4953500
13-11: 14:15,19511.0,57550,11310350,-2800,-2.0,LC,0.0,0.0,-2800.0,0.0,-2800.0,0.0,2131600,4953500
13-11: 14:30,19506.55,45550,11304050,-6300,-4.450000000000728,LC,0.0,0.0,-6300.0,0.0,-6300.0,0.0,2125300,4953500
13-11: 14:45,19507.2,37600,11303650,-400,0.6500000000014552,SC,0.0,0.0,0.0,-400.0,0.0,-400.0,2125300,4953100
13-11: 15:00,19498.95,105450,11288200,-15450,-8.25,LC,0.0,0.0,-15450.0,0.0,-15450.0,0.0,2109850,4953100
13-11: 15:15,19488.0,283850,11297850,9650,-10.950000000000728,SB,0.0,9650.0,0.0,0.0,0.0,9650.0,2109850,4962750
15-11: 09:15,19702.95,2265350,11595700,297850,214.95000000000073,LB,297850.0,0.0,0.0,0.0,297850.0,0.0,2407700,4962750
15-11: 09:30,19693.75,329400,11579000,-16700,-9.200000000000728,LC,0.0,0.0,-16700.0,0.0,-16700.0,0.0,2391000,4962750
15-11: 09:45,19699.1,162350,11617050,38050,5.349999999998545,LB,38050.0,0.0,0.0,0.0,38050.0,0.0,2429050,4962750
15-11: 10:00,19697.15,159000,11610350,-6700,-1.9499999999970896,LC,0.0,0.0,-6700.0,0.0,-6700.0,0.0,2422350,4962750
15-11: 10:15,19693.4,96950,11581500,-28850,-3.75,LC,0.0,0.0,-28850.0,0.0,-28850.0,0.0,2393500,4962750
15-11: 10:30,19700.9,64900,11569600,-11900,7.5,SC,0.0,0.0,0.0,-11900.0,0.0,-11900.0,2393500,4950850
15-11: 10:45,19696.0,76100,11566450,-3150,-4.900000000001455,LC,0.0,0.0,-3150.0,0.0,-3150.0,0.0,2390350,4950850
15-11: 11:00,19701.0,58900,11557700,-8750,5.0,SC,0.0,0.0,0.0,-8750.0,0.0,-8750.0,2390350,4942100
15-11: 11:15,19697.4,35800,11562500,4800,-3.599999999998545,SB,0.0,4800.0,0.0,0.0,0.0,4800.0,2390350,4946900
15-11: 11:30,19691.75,40600,11593650,31150,-5.650000000001455,SB,0.0,31150.0,0.0,0.0,0.0,31150.0,2390350,4978050
15-11: 11:45,19693.2,35600,11588400,-5250,1.4500000000007276,SC,0.0,0.0,0.0,-5250.0,0.0,-5250.0,2390350,4972800
15-11: 12:00,19704.3,38650,11585200,-3200,11.099999999998545,SC,0.0,0.0,0.0,-3200.0,0.0,-3200.0,2390350,4969600
15-11: 12:15,19710.4,111050,11586450,1250,6.100000000002183,LB,1250.0,0.0,0.0,0.0,1250.0,0.0,2391600,4969600
15-11: 12:30,19705.9,41850,11598750,12300,-4.5,SB,0.0,12300.0,0.0,0.0,0.0,12300.0,2391600,4981900
15-11: 12:45,19707.0,51450,11570900,-27850,1.0999999999985448,SC,0.0,0.0,0.0,-27850.0,0.0,-27850.0,2391600,4954050
15-11: 13:00,19729.0,206800,11555600,-15300,22.0,SC,0.0,0.0,0.0,-15300.0,0.0,-15300.0,2391600,4938750
15-11: 13:15,19752.1,360650,11618900,63300,23.099999999998545,LB,63300.0,0.0,0.0,0.0,63300.0,0.0,2454900,4938750
15-11: 13:30,19742.7,137700,11613400,-5500,-9.399999999997817,LC,0.0,0.0,-5500.0,0.0,-5500.0,0.0,2449400,4938750
15-11: 13:45,19740.0,100000,11623350,9950,-2.7000000000007276,SB,0.0,9950.0,0.0,0.0,0.0,9950.0,2449400,4948700
15-11: 14:00,19742.5,132850,11652800,29450,2.5,LB,29450.0,0.0,0.0,0.0,29450.0,0.0,2478850,4948700
15-11: 14:15,19742.25,77100,11725150,72350,-0.25,SB,0.0,72350.0,0.0,0.0,0.0,72350.0,2478850,5021050
15-11: 14:30,19752.0,210700,11808100,82950,9.75,LB,82950.0,0.0,0.0,0.0,82950.0,0.0,2561800,5021050
15-11: 14:45,19721.95,211350,11858700,50600,-30.049999999999272,SB,0.0,50600.0,0.0,0.0,0.0,50600.0,2561800,5071650
15-11: 15:00,19720.75,482100,11731350,-127350,-1.2000000000007276,LC,0.0,0.0,-127350.0,0.0,-127350.0,0.0,2434450,5071650
15-11: 15:15,19724.1,560800,11685500,-45850,3.349999999998545,SC,0.0,0.0,0.0,-45850.0,0.0,-45850.0,2434450,5025800
16-11: 09:15,19714.7,433700,11409350,-276150,-9.399999999997817,LC,0.0,0.0,-276150.0,0.0,-276150.0,0.0,2158300,5025800
16-11: 09:30,19760.0,392850,11452400,43050,45.29999999999927,LB,43050.0,0.0,0.0,0.0,43050.0,0.0,2201350,5025800
16-11: 09:45,19758.0,281650,11532050,79650,-2.0,SB,0.0,79650.0,0.0,0.0,0.0,79650.0,2201350,5105450
16-11: 10:00,19773.0,184550,11569900,37850,15.0,LB,37850.0,0.0,0.0,0.0,37850.0,0.0,2239200,5105450
16-11: 10:15,19770.0,147100,11590850,20950,-3.0,SB,0.0,20950.0,0.0,0.0,0.0,20950.0,2239200,5126400
16-11: 10:30,19780.75,107150,11599400,8550,10.75,LB,8550.0,0.0,0.0,0.0,8550.0,0.0,2247750,5126400
16-11: 10:45,19776.85,71300,11612850,13450,-3.900000000001455,SB,0.0,13450.0,0.0,0.0,0.0,13450.0,2247750,5139850
16-11: 11:00,19851.0,678500,11742550,129700,74.15000000000146,LB,129700.0,0.0,0.0,0.0,129700.0,0.0,2377450,5139850
16-11: 11:15,19842.15,288150,11735650,-6900,-8.849999999998545,LC,0.0,0.0,-6900.0,0.0,-6900.0,0.0,2370550,5139850
16-11: 11:30,19843.0,134050,11750250,14600,0.8499999999985448,LB,14600.0,0.0,0.0,0.0,14600.0,0.0,2385150,5139850
16-11: 11:45,19855.25,134450,11761250,11000,12.25,LB,11000.0,0.0,0.0,0.0,11000.0,0.0,2396150,5139850
16-11: 12:00,19856.7,135950,11800150,38900,1.4500000000007276,LB,38900.0,0.0,0.0,0.0,38900.0,0.0,2435050,5139850
16-11: 12:15,19861.25,136200,11806350,6200,4.549999999999272,LB,6200.0,0.0,0.0,0.0,6200.0,0.0,2441250,5139850
16-11: 12:30,19869.9,108350,11814200,7850,8.650000000001455,LB,7850.0,0.0,0.0,0.0,7850.0,0.0,2449100,5139850
16-11: 12:45,19870.0,114450,11821550,7350,0.09999999999854481,LB,7350.0,0.0,0.0,0.0,7350.0,0.0,2456450,5139850
16-11: 13:00,19860.0,96750,11847500,25950,-10.0,SB,0.0,25950.0,0.0,0.0,0.0,25950.0,2456450,5165800
16-11: 13:15,19855.05,102150,11860800,13300,-4.950000000000728,SB,0.0,13300.0,0.0,0.0,0.0,13300.0,2456450,5179100
16-11: 13:30,19866.4,73600,11869100,8300,11.350000000002183,LB,8300.0,0.0,0.0,0.0,8300.0,0.0,2464750,5179100
16-11: 13:45,19867.65,113050,11852250,-16850,1.25,SC,0.0,0.0,0.0,-16850.0,0.0,-16850.0,2464750,5162250
16-11: 14:00,19873.35,135200,11780600,-71650,5.69999999999709,SC,0.0,0.0,0.0,-71650.0,0.0,-71650.0,2464750,5090600
16-11: 14:15,19897.0,193500,11740550,-40050,23.650000000001455,SC,0.0,0.0,0.0,-40050.0,0.0,-40050.0,2464750,5050550
16-11: 14:30,19918.0,326900,11689300,-51250,21.0,SC,0.0,0.0,0.0,-51250.0,0.0,-51250.0,2464750,4999300
16-11: 14:45,19898.75,457000,11578500,-110800,-19.25,LC,0.0,0.0,-110800.0,0.0,-110800.0,0.0,2353950,4999300
16-11: 15:00,19801.15,1036450,11308950,-269550,-97.59999999999854,LC,0.0,0.0,-269550.0,0.0,-269550.0,0.0,2084400,4999300
16-11: 15:15,19835.0,725150,11269800,-39150,33.849999999998545,SC,0.0,0.0,0.0,-39150.0,0.0,-39150.0,2084400,4960150
17-11: 09:15,19810.5,665050,11005300,-264500,-24.5,LC,0.0,0.0,-264500.0,0.0,-264500.0,0.0,1819900,4960150
